"";"station";"variable";"p5";"p25";"p50";"p75";"p95"
"749";72004;"deficit30";-21,2875882141846;3,92959286540547;40,817703478668;65,7467831361568;Inf
"750";72004;"duration30";-5,5;1,25;8,5;18;22,5
"751";72004;"count30";0;0;0;0,75;2,5
"752";72004;"intensity30";-9,26555083689389;-0,154038030800966;6,30668027059494;7,51852233672529;Inf
"753";72009;"deficit30";-20,9722071928837;1,68468284396748;30,9588900595111;49,1175378779554;Inf
"754";72009;"duration30";-7,75;-0,5;5,5;15,25;20
"755";72009;"count30";-1;-0,75;0,5;1;1
"756";72009;"intensity30";-3,72645659540081;2,16177234114914;8,38483154598789;9,05933521656847;Inf
"757";72014;"deficit30";-12,5522890469579;17,342218510279;51,7201211162817;Inf;Inf
"758";72014;"duration30";-4,55;0;3,5;11,75;22,6
"759";72014;"count30";0;0;0;0,5;2
"760";72014;"intensity30";-3,2369370554311;3,42287818714165;5,39354183822468;Inf;Inf
"761";73005;"deficit30";-21,8572295885368;1,63262647261068;30,0652742072264;48,0520460089374;Inf
"762";73005;"duration30";-8,75;-0,5;6,5;15;20
"763";73005;"count30";-0,75;0;0;0,75;1
"764";73005;"intensity30";-6,07862644499936;1,57086671700434;5,1815728357666;9,13341097334369;Inf
"765";73011;"deficit30";-16,1457402541065;8,43115900036625;35,311943429821;56,1899872529323;Inf
"766";73011;"duration30";-5;1,75;6;16,25;21,25
"767";73011;"count30";-1;-0,75;0;1,5;2
"768";73011;"intensity30";-4,20838119731926;1,77338901581167;3,67800305919044;7,7823746249678;Inf
"769";73013;"deficit30";-6,56856732063838;26,9915556727532;70,3764873229209;Inf;Inf
"770";73013;"duration30";-1,9;2;7,5;12;24,25
"771";73013;"count30";0;0;0,5;1,25;2
"772";73013;"intensity30";-4,6992035378735;2,04690937692278;6,97679669261702;Inf;Inf
"773";74001;"deficit30";-59,6549371206552;-10,9148665044596;48,5896949478086;441,374082420171;Inf
"774";74001;"duration30";-7;-0,5;6;12,5;18,5
"775";74001;"count30";-0,5;0;0;0;1,5
"776";74001;"intensity30";-39,9015482318369;-3,5626756360488;4,18673619877152;28,2425011464768;Inf
"777";74005;"deficit30";-47,8394645686804;27,2308222320588;135,736667996142;6294,78912650421;Inf
"778";74005;"duration30";-6,6;0;1;8;18,3
"779";74005;"count30";-1,3;0;0;0;1
"780";74005;"intensity30";-37,3659602320742;7,63060138038662;109,11924103804;450,850356950017;Inf
"781";74007;"deficit30";-71,592284227287;-12,5808898911225;52,215255790603;769,721331851775;Inf
"782";74007;"duration30";-5,5;-0,5;3;9,5;19
"783";74007;"count30";-0,5;0;0;0;1,5
"784";74007;"intensity30";-56,379155870119;-3,21503415643161;6,87454129978506;56,5248521841726;Inf
"785";75017;"deficit30";-17,6940608199917;9,5128491159963;30,4092078091774;52,1126850158252;Inf
"786";75017;"duration30";-8;1,75;5,5;14,5;19,25
"787";75017;"count30";0;0;0;0,75;1
"788";75017;"intensity30";-3,76317109594459;2,81001853115392;7,85734401775599;12,8003412516809;Inf
"789";76005;"deficit30";-22,2419917375711;-1,84936658256935;23,6458694050135;49,2737800933588;Inf
"790";76005;"duration30";-10,75;-2,5;2,5;12,75;16,75
"791";76005;"count30";-1;-1;-0,5;0,75;1,75
"792";76005;"intensity30";-3,64196179145154;1,16000721521335;6,81208135627909;10,9825195118746;Inf
"793";76007;"deficit30";-23,348427083023;-0,613228936879826;27,7433966586194;49,9604220694408;Inf
"794";76007;"duration30";-9,75;-3,75;4;14,75;18,75
"795";76007;"count30";-1;-0,75;0;0,75;1,75
"796";76007;"intensity30";-7,94241557609162;4,21609207624093;7,93228971881038;10,7478761159159;Inf
"797";77002;"deficit30";-23,9818383885815;-1,82471967618267;5,93093624728113;46,7632661977125;49,7013682483555
"798";77002;"duration30";-8;0;1;16;19,2
"799";77002;"count30";0;0;0;0;0,8
"800";77002;"intensity30";-6,39527882108173;0,245480882146002;5,08854311609004;7,71772979972127;10,7500945905336
"801";77003;"deficit30";-22,2385396470795;-5,39374721614133;23,5254003907438;46,4652419509318;Inf
"802";77003;"duration30";-9,5;-1,75;-0,5;11,25;18
"803";77003;"count30";-1;-0,75;0;0;0,75
"804";77003;"intensity30";-3,3306413363892;-1,6480708657436;6,74245355916582;10,7996168649556;Inf
"805";77004;"deficit30";-7,3660257736943;15,4304020092105;65,255781643067;Inf;Inf
"806";77004;"duration30";-2,4;-0,5;5;14;21,2
"807";77004;"count30";-0,7;0;0;1;1
"808";77004;"intensity30";-0,290856371915343;3,4481682443141;11,4450057917257;Inf;Inf
"809";78003;"deficit30";-16,0286989223804;6,52439594701668;51,0747975858097;Inf;Inf
"810";78003;"duration30";-6,5;0;2;8;19,6
"811";78003;"count30";-0,65;0;0;0,25;1
"812";78003;"intensity30";-5,08621659329831;1,96102540732829;11,4288239411188;Inf;Inf
"813";78006;"deficit30";18,0765401587168;45,3851186258895;56,2971682683853;89,0742998726715;102,222703015895
"814";78006;"duration30";6,4;12;18;28;30,4
"815";78006;"count30";1,2;2;3;3;3
"816";78006;"intensity30";-5,47454333810756;1,35449898105817;1,75798007574227;5,84706330064448;7,60337831620727
"817";79002;"deficit30";-73,4632309161966;-7,61923769878518;28,8224452507071;336,714366788972;Inf
"818";79002;"duration30";-5,55;-0,25;2;6,25;17,3
"819";79002;"count30";-1;-0,25;0;1;1
"820";79002;"intensity30";-66,9064805783697;-2,64377647288567;4,30611935657814;70,5267630845529;Inf
"821";79003;"deficit30";-72,8381089765783;-7,09351370446358;28,3186319484163;206,963955198167;11646,0145619736
"822";79003;"duration30";-5,85;0,75;1,5;7;16,65
"823";79003;"count30";-0,65;0;0;0,25;1
"824";79003;"intensity30";-66,3976523133619;-3,53694801128085;4,48232772155036;94,1258715464869;2124,79735565105
"825";79006;"deficit30";-73,1539621451178;-7,81028677361203;28,5131564827951;158,357351055227;235470,002575102
"826";79006;"duration30";-5,85;0;2;7,25;17,65
"827";79006;"count30";-1;-0,25;0;1;1
"828";79006;"intensity30";-66,4738442130329;-3,318735513682;3,85192459006622;31,7022126117987;13948,5192116736
"829";81002;"deficit30";-65,927484078697;-3,76418684699723;59,1080515577226;6268,73687586738;Inf
"830";81002;"duration30";-4,4;-1;2;10;15,6
"831";81002;"count30";-0,4;0;0;0;1
"832";81002;"intensity30";-27,6623553249212;-2,13995576129931;11,5636025168465;364,588708269961;Inf
"833";81007;"deficit30";10,161571413202;118,163120079503;151,283727941087;1959,47461490585;4354,2575179058
"834";81007;"duration30";2,15;8,75;14,5;23;35,5
"835";81007;"count30";0;0;1,5;4;4
"836";81007;"intensity30";-1,47632829871731;2,85222610735668;8,64615996104971;95,736225023221;258,012792755414
"837";82001;"deficit30";-14,875578119199;15,4539034263296;57,8679490999425;335,951092755469;3828,31878755698
"838";82001;"duration30";-3,75;2;5,5;13,75;17,65
"839";82001;"count30";0;0;0;0;0,549999999999999
"840";82001;"intensity30";-12,6191616450771;-3,63579186004659;7,41767545362355;40,2004799390344;170,907612450691
"841";83005;"deficit30";-68,0863874588654;-9,9530664897338;45,9824942899981;439,102542271667;Inf
"842";83005;"duration30";-4,6;0;1;5;17,8
"843";83005;"count30";-0,6;0;0;0;1
"844";83005;"intensity30";-62,97562632319;-4,28760588153477;4,17489722167809;146,446876467048;Inf
"845";84003;"deficit30";-22,420409686655;-0,331011954043814;49,3327350253755;Inf;Inf
"846";84003;"duration30";-9,3;-1,5;2;9,5;17,4
"847";84003;"count30";-1;-0,5;0;1;1
"848";84003;"intensity30";-5,13214567921508;-0,163507087822671;11,6325929186071;Inf;Inf
"849";84012;"deficit30";-11,9723303265382;2,86712879289887;54,4552713549392;Inf;Inf
"850";84012;"duration30";-4,8;1;1;3;18,2
"851";84012;"count30";-0,6;0;0;0;1
"852";84012;"intensity30";-6,25209535597255;0,270113841846617;21,6942985445453;Inf;Inf
"853";84013;"deficit30";-18,5388069286658;0,746754805138465;61,6657413491936;Inf;Inf
"854";84013;"duration30";-7,4;0;1;3;17,2
"855";84013;"count30";-1;0;0;1;1
"856";84013;"intensity30";-7,20544030090022;4,11129362480643;19,2415781225694;Inf;Inf
"857";84018;"deficit30";-23,3331086051012;-2,4198507429908;27,7309843029571;50,3272155456889;Inf
"858";84018;"duration30";-10,25;-1;3;13,75;17,75
"859";84018;"count30";-1;-1;-0,5;0,75;1
"860";84018;"intensity30";-6,20134794192227;-1,3508743376029;6,2354271567396;14,6256841089357;Inf
"861";84020;"deficit30";-4,91756978162344;27,9156390816049;100,200748549816;149,306957199231;448,31520015158
"862";84020;"duration30";-2,4;4,75;12;16;18,1
"863";84020;"count30";-0,55;0;1;1;1
"864";84020;"intensity30";-4,63217920785032;9,08681342850651;17,9519639202257;28,9111488202411;63,7172819840391
"865";84022;"deficit30";-19,0606755694141;1,30346962187988;42,6520434371101;Inf;Inf
"866";84022;"duration30";-8,3;-1;3;10,5;17,4
"867";84022;"count30";-1;-0,5;0;0;0,699999999999999
"868";84022;"intensity30";-3,95142668673317;-0,0353265299415879;6,86452331298725;Inf;Inf
"869";84026;"deficit30";-51,6967803429646;5,85167312756638;62,2474052654808;12300,6120551983;Inf
"870";84026;"duration30";-2,5;0;1;5;15,9
"871";84026;"count30";0;0;0;1;1
"872";84026;"intensity30";-28,3412173784243;-1,12030741881705;21,298817284849;335,424336892235;Inf
"873";84037;"deficit30";-8,33756969195022;97,35849728209;147,922335334104;Inf;Inf
"874";84037;"duration30";0;2;14;29;37,6
"875";84037;"count30";0;0;3;4;5
"876";84037;"intensity30";-26,4906222641003;2,22117194379425;5,97451538305022;Inf;Inf
"877";85001;"deficit30";-14,6564462651327;19,942838455448;91,1984813778402;280,083226616545;770,837447119045
"878";85001;"duration30";-0,0499999999999998;4;7;11,75;19,1
"879";85001;"count30";0;0;0;1;1,05
"880";85001;"intensity30";-20,4813605736212;-6,82302750760413;13,3964173065599;37,3746921432766;87,8549724225505
"881";85003;"deficit30";4,36949874127438;71,6515717381537;102,034737406836;330,452396970583;Inf
"882";85003;"duration30";0,850000000000001;3,75;7;10,75;21
"883";85003;"count30";-0,0499999999999998;0;0;1;1,05
"884";85003;"intensity30";-7,64127375718477;1,49894555329439;13,4417588329093;41,5694648487089;Inf
"885";85004;"deficit30";6,14494062782958;20,2114077780828;122,993804183571;223,235934874366;Inf
"886";85004;"duration30";-0,25;1,75;5;9,25;28,75
"887";85004;"count30";0;0;0,5;1,25;2,25
"888";85004;"intensity30";-18,6210396278589;2,77927677104475;12,1407818968304;37,9155118512641;Inf
"889";89003;"deficit30";33,6969491475321;110,841478064979;159,94307115138;402,716260669256;Inf
"890";89003;"duration30";1,5;6,75;10;20,25;27,75
"891";89003;"count30";0;0;1;1;2
"892";89003;"intensity30";-5,05020469337377;10,9749236127367;17,7673653681164;32,7841460278222;Inf
"893";89004;"deficit30";16,2579917634855;95,7085942782848;152,286564400576;345,372851787465;Inf
"894";89004;"duration30";0;7;9,5;15,75;27,15
"895";89004;"count30";0;0;0,5;1;2,15
"896";89004;"intensity30";-23,5805847269417;1,00219545168548;17,5412109986653;45,6799643922402;Inf
"897";90003;"deficit30";85,9430748269913;132,857461182073;214,937301559385;426,53832553771;Inf
"898";90003;"duration30";6;10,5;16,5;24,75;31,25
"899";90003;"count30";0;0,75;1;2;3,25
"900";90003;"intensity30";-6,49840278430964;10,7763916460061;17,3471098701663;36,3522095362247;Inf
"901";93001;"deficit30";59,7285604111246;99,3851790342813;183,840576850336;372,610600539633;1124,06361731793
"902";93001;"duration30";5,7;9;10;17,5;28,1
"903";93001;"count30";0;0;1;1;2,3
"904";93001;"intensity30";-9,98013519803876;3,96593731028731;14,9729924553634;26,5879779173202;142,355545618849
"905";94001;"deficit30";30,042732685763;91,3210454282202;146,13787703714;239,080526306189;906,336420746368
"906";94001;"duration30";6,4;8,5;10;17;22,9
"907";94001;"count30";0;0;0;0,5;1
"908";94001;"intensity30";-1,99366718370697;10,1325031278421;16,6123513734731;27,7944674917978;99,0286240224342
"909";95001;"deficit30";41,0066664161276;73,9819581570824;203,70533564857;538,298316112218;2375,12692085334
"910";95001;"duration30";4;5;7;14;30,9
"911";95001;"count30";-0,3;0;0;0;2
"912";95001;"intensity30";-2,69578346946393;7,63575053785547;25,6467563251926;55,0203943524306;261,957277398317
"913";96002;"deficit30";24,2700895668441;67,3647065292423;367,614252819137;4353,92344699299;Inf
"914";96002;"duration30";0;2,5;7,5;12,5;22,6
"915";96002;"count30";-0,15;0;0;0,75;2
"916";96002;"intensity30";-19,121673061327;5,53094553565298;18,4392862899098;175,733557521033;Inf
"917";97002;"deficit30";4,32231685343937;83,8391351290335;119,319071721849;333,876609750518;4247,6218872616
"918";97002;"duration30";-0,3;9;13;15,5;25,9
"919";97002;"count30";0;0;0;1;2
"920";97002;"intensity30";5,07555341115621;15,9164540251591;21,1694434340696;57,6783855391898;232,879765050828
"921";106001;"deficit30";399,830244082553;638,650372734957;27260,0070606743;Inf;Inf
"922";106001;"duration30";1,7;5,5;9;35,5;50,9
"923";106001;"count30";0;0;0;5;7
"924";106001;"intensity30";12,0871872583221;19,5297050077;580,597190564037;Inf;Inf
"925";201005;"deficit30";-3,4730094181951;-0,649997650425229;16,1286576986323;35,8243285427109;41,5363361080108
"926";201005;"duration30";-0,8;0;9;19;19,8
"927";201005;"count30";-1;-1;0;0;0,8
"928";201005;"intensity30";-3,16053293779821;0,282240977519848;4,18619713913416;6,86109193360319;14,6951134290311
"929";201010;"deficit30";38,8639026722453;45,4437304233277;69,5739338036546;89,3293742602397;Inf
"930";201010;"duration30";4,5;18,5;23,5;33;36,5
"931";201010;"count30";0,25;1,25;2;2;2,75
"932";201010;"intensity30";-0,527970881926653;2,34849938908405;8,03373377466188;15,639390166955;Inf
"933";202002;"deficit30";-0,794194315214117;4,73825050405699;25,7204333223612;52,7996854410505;59,4686105034113
"934";202002;"duration30";2,4;4;14;22;22,8
"935";202002;"count30";0,2;1;1;2;2
"936";202002;"intensity30";-7,50158644402135;-1,36849982444589;-1,03184837308421;3,46721557008276;13,2875341899836
"937";203040;"deficit30";16,0120791785958;31,2030864035146;72,8462275940961;255,314472534729;Inf
"938";203040;"duration30";1,4;8;14;16;32,8
"939";203040;"count30";0;0;1;1;1
"940";203040;"intensity30";-7,26567207482696;-3,50442851883288;13,3969749177117;16,4326540492874;Inf
"941";203042;"deficit30";19,7078686393489;28,3842292284448;36,6120151484769;71,7595856416078;77,7665977815015
"942";203042;"duration30";11;11;17;25;29,8
"943";203042;"count30";1,2;2;2;3;3
"944";203042;"intensity30";-6,13756361413324;-0,279589563113878;-0,0418889417660462;8,41323527255972;11,5377777020466
"945";203049;"deficit30";45,2569587481794;52,675853168507;62,2414560902215;88,7537996334001;90,2055007133362
"946";203049;"duration30";18,4;20;26;32;34,4
"947";203049;"count30";3;3;4;4;4
"948";203049;"intensity30";-4,25639501728474;1,10812590800618;3,95152224991554;7,17302737167142;10,9072627966085
"949";203092;"deficit30";44,7438291199364;51,6359935834407;75,8542981998542;86,5788232136775;Inf
"950";203092;"duration30";6;18,75;24;30;33,25
"951";203092;"count30";0,5;2;2,5;3;3,75
"952";203092;"intensity30";-3,09398395484438;-1,11875623973696;4,97824353507902;9,78730017804414;Inf
"953";203093;"deficit30";46,5249211057733;56,3746546147768;76,7832332333436;91,6172855645939;Inf
"954";203093;"duration30";6;18,75;24,5;31,75;34,5
"955";203093;"count30";0,5;2;3;4;4
"956";203093;"intensity30";-4,20832075670806;-0,11055557099659;4,48497041996724;9,14103100631927;Inf
"957";203097;"deficit30";126,315679286298;164,615041814515;849,999332942311;5189,23271909068;Inf
"958";203097;"duration30";1;2;11;32,25;40,9
"959";203097;"count30";0;0;0,5;4;4,45
"960";203097;"intensity30";-3,94498349495741;9,79806534589495;61,9079751000687;315,584966842843;Inf
"961";205004;"deficit30";-9,76094338182463;0,778461758211572;50,4732570737099;Inf;Inf
"962";205004;"duration30";-1,7;-0,5;0;8;17,1
"963";205004;"count30";-0,7;0;0;0;0
"964";205004;"intensity30";-6,56724553674338;1,03175288723482;15,0086496461353;Inf;Inf
"965";205008;"deficit30";-52,9853467335687;2,69188353059811;25,8730498860003;1925,75081504829;Inf
"966";205008;"duration30";-2,65;0;3;7;16,75
"967";205008;"count30";0;0;0;0;1,1
"968";205008;"intensity30";-46,7388493538224;1,62894926103929;10,7331985209075;169,098900638277;Inf
"969";205011;"deficit30";-52,041210027581;-2,41719244101303;91,3502426423293;160,536924539152;Inf
"970";205011;"duration30";0;0;3;15;23,8
"971";205011;"count30";0;0;1;1;1,4
"972";205011;"intensity30";-49,6514237594589;-7,87459602235853;11,5343126271185;37,7428822358633;Inf
"973";205020;"deficit30";-20,8874012594386;54,8142518258442;272,657391759877;1042,8593411942;Inf
"974";205020;"duration30";-0,0499999999999998;1;6,5;15;24,05
"975";205020;"count30";0;0;0;1;2,05
"976";205020;"intensity30";-27,3201113582264;-0,153473153416946;69,5508585312778;145,410667354389;Inf
"977";205029;"deficit30";182,969012383172;208,176313346636;241,044706341579;Inf;Inf
"978";205029;"duration30";0;19,5;41;51;58
"979";205029;"count30";0;2,5;6;7;7
"980";205029;"intensity30";-2,84016804232737;1,7429087699882;11,8641457960805;Inf;Inf
"981";206002;"deficit30";-6,63149219169106;10,5439953210204;63,1477810265406;2562,06578469893;Inf
"982";206002;"duration30";-1,6;1;4;8;16
"983";206002;"count30";0;0;0;0,5;1,3
"984";206002;"intensity30";-17,8684518597629;-1,49012568870107;28,7494171699072;195,365365285454;Inf
"985";236005;"deficit30";27,9473963861669;38,1340257406273;66,1932842497614;Inf;Inf
"986";236005;"duration30";0,3;7;15;28;30
"987";236005;"count30";0;1;2;2,5;3
"988";236005;"intensity30";-1,1158467561413;0,335296560401338;3,63931180412276;Inf;Inf
"989";236051;"deficit30";139,734049106494;164,833541389822;211,158450960779;Inf;Inf
"990";236051;"duration30";0;3;39;52;56
"991";236051;"count30";0;0;3;5;5,6
"992";236051;"intensity30";2,70739510996296;4,62559659844819;9,13588172883903;Inf;Inf
